Age,Loan_Amount,Income_Level,Income_Source,Default_Status
48.0,43690.0,Low,Salary,Paid
63.0,20367.0,Low,Salary,Paid
53.0,43332.0,Medium,Salary,Default
,29642.0,Low,Salary,Paid
32.0,20789.0,Low,Daily Wage,Default
36.0,45268.0,Medium,Salary,Paid
24.0,30950.0,High,Salary,Paid
45.0,35563.0,High,Daily Wage,Paid
60.0,49649.0,Medium,Pension,Paid
22.0,46404.0,Low,Commission,Paid
22.0,42991.0,Low,Small Business,Paid
47.0,49065.0,Low,Small Business,Paid
49.0,10350.0,Medium,Daily Wage,Paid
25.0,28312.0,Medium,Commission,Paid
27.0,34127.0,Medium,Salary,Paid
55.0,38853.0,Medium,Daily Wage,Default
64.0,47500.0,Low,Small Business,Default
49.0,43785.0,Medium,Daily Wage,Paid
45.0,28610.0,Low,Salary,Paid
34.0,33590.0,Medium,Daily Wage,Paid
48.0,39443.0,Medium,Salary,Paid
25.0,17170.0,Medium,Salary,Default
57.0,23303.0,Medium,Salary,Paid
42.0,16207.0,Medium,Daily Wage,Default
26.0,22316.0,Low,Salary,Paid
19.0,45187.0,Low,Salary,Paid
32.0,16240.0,Medium,Daily Wage,Paid
20.0,11893.0,Low,Pension,Default
53.0,23753.0,Medium,Salary,Paid
21.0,48090.0,Medium,Small Business,Default
31.0,21232.0,High,Daily Wage,Paid
58.0,27509.0,High,Daily Wage,Paid
58.0,13117.0,Low,Daily Wage,Paid
42.0,46929.0,High,Salary,Paid
27.0,14042.0,Medium,Daily Wage,Paid
38.0,47201.0,Medium,Salary,Paid
53.0,36746.0,Low,Salary,Default
29.0,24016.0,High,Daily Wage,Paid
44.0,35022.0,Low,Salary,Paid
57.0,45426.0,High,Commission,Paid
,37938.0,Low,Daily Wage,Paid
,45712.0,Medium,Salary,Paid
49.0,49978.0,Medium,Salary,Paid
48.0,18787.0,Low,Salary,Paid
33.0,11986.0,Low,Small Business,Paid
49.0,20942.0,Medium,Commission,Paid
49.0,27458.0,Low,Salary,Paid
51.0,22161.0,Medium,Salary,Default
28.0,30689.0,Medium,Salary,Paid
27.0,39163.0,High,Salary,Paid
32.0,45775.0,Medium,Daily Wage,Paid
34.0,43737.0,Low,Pension,Paid
57.0,18772.0,Low,Small Business,Default
,45592.0,Low,Daily Wage,Default
26.0,11211.0,High,Daily Wage,Paid
42.0,10229.0,High,Pension,Paid
57.0,24345.0,Low,Daily Wage,Default
31.0,45953.0,Low,Salary,Paid
42.0,41819.0,High,Daily Wage,Paid
39.0,26885.0,High,Daily Wage,Paid
47.0,36708.0,High,Daily Wage,Paid
37.0,10048.0,High,Salary,Paid
38.0,29950.0,Medium,Daily Wage,Paid
61.0,25173.0,Low,Salary,Default
49.0,43737.0,Medium,Salary,Paid
63.0,38036.0,Medium,Salary,Default
38.0,15820.0,Medium,Salary,Paid
52.0,24292.0,Medium,Salary,Paid
49.0,13052.0,Low,Salary,Paid
47.0,33781.0,Low,Salary,Paid
56.0,12302.0,Medium,Salary,Default
29.0,12283.0,Low,Commission,Paid
,25620.0,Medium,Salary,Paid
64.0,40461.0,High,Daily Wage,Paid
35.0,30750.0,High,Salary,Paid
,42890.0,Medium,Daily Wage,Default
30.0,33183.0,Medium,Daily Wage,Paid
38.0,19472.0,Low,Salary,Default
25.0,13727.0,Medium,Small Business,Paid
63.0,35523.0,Medium,Salary,Paid
57.0,40766.0,Medium,Small Business,Default
63.0,47726.0,High,Salary,Paid
24.0,10524.0,Medium,Daily Wage,Paid
40.0,19079.0,Low,Commission,Paid
61.0,18399.0,Low,Salary,Paid
49.0,37370.0,Medium,Small Business,Default
28.0,26532.0,Medium,Small Business,Paid
39.0,26821.0,High,Pension,Paid
39.0,13749.0,Medium,Daily Wage,Paid
60.0,21353.0,Medium,Daily Wage,Default
42.0,38477.0,Medium,Small Business,Default
39.0,34570.0,Medium,Salary,Paid
45.0,30837.0,Medium,Salary,Paid
46.0,21437.0,Medium,Daily Wage,Paid
30.0,48104.0,Medium,Daily Wage,Paid
35.0,14551.0,Low,Salary,Paid
19.0,12823.0,High,Daily Wage,Paid
46.0,22916.0,Low,Daily Wage,Default
38.0,25167.0,Low,Daily Wage,Default
32.0,18391.0,Low,Daily Wage,Paid
44.0,22658.0,Low,Small Business,Paid
48.0,39685.0,Medium,Salary,Paid
32.0,33380.0,Low,Daily Wage,Default
40.0,38919.0,Low,Daily Wage,Default
41.0,12311.0,Medium,Salary,Paid
61.0,49993.0,Medium,Daily Wage,Default
30.0,23560.0,Low,Small Business,Paid
39.0,48553.0,Medium,Small Business,Paid
60.0,35993.0,Medium,Small Business,Paid
54.0,40492.0,High,Salary,Paid
50.0,30981.0,Medium,Salary,Paid
20.0,34143.0,Low,Salary,Paid
36.0,22067.0,Medium,Daily Wage,Paid
40.0,33916.0,Medium,Daily Wage,Default
46.0,13815.0,Low,Daily Wage,Default
47.0,41836.0,High,Salary,Paid
56.0,47477.0,Medium,Daily Wage,Paid
61.0,47275.0,High,Daily Wage,Paid
64.0,49343.0,Medium,Salary,Default
42.0,14773.0,Medium,Commission,Paid
54.0,22446.0,Medium,Daily Wage,Paid
64.0,40733.0,Medium,Salary,Paid
25.0,20464.0,Medium,Daily Wage,Paid
59.0,31576.0,High,Pension,Paid
33.0,13320.0,Medium,Daily Wage,Paid
,20750.0,High,Small Business,Paid
18.0,47466.0,High,Daily Wage,Paid
61.0,36572.0,High,Small Business,Paid
22.0,27948.0,Medium,Daily Wage,Default
20.0,48826.0,Medium,Daily Wage,Paid
18.0,33515.0,Low,Daily Wage,Default
21.0,37867.0,Medium,Daily Wage,Default
57.0,10726.0,Low,Small Business,Paid
52.0,35820.0,Low,Salary,Paid
49.0,16697.0,Low,Salary,Paid
59.0,22963.0,High,Commission,Paid
51.0,11081.0,High,Salary,Paid
60.0,30269.0,Medium,Commission,Paid
42.0,20776.0,Medium,Daily Wage,Default
27.0,41816.0,Medium,Pension,Paid
38.0,24196.0,Medium,Daily Wage,Paid
63.0,25958.0,Medium,Salary,Paid
56.0,33369.0,Low,Salary,Paid
44.0,21689.0,Low,Salary,Default
44.0,27331.0,Medium,Salary,Paid
19.0,47528.0,Medium,Salary,Paid
58.0,23436.0,Medium,Commission,Paid
30.0,10066.0,High,Commission,Default
26.0,40725.0,Low,Commission,Paid
53.0,35212.0,Low,Commission,Paid
39.0,43332.0,Medium,Small Business,Paid
59.0,35401.0,Low,Commission,Paid
43.0,23393.0,Low,Small Business,Default
,13670.0,Low,Salary,Default
34.0,35601.0,Medium,Small Business,Paid
31.0,12251.0,Low,Pension,Default
31.0,43572.0,Medium,Salary,Paid
51.0,37027.0,Medium,Salary,Paid
,41846.0,Low,Daily Wage,Default
28.0,31015.0,Medium,Small Business,Paid
33.0,19583.0,Low,Commission,Paid
48.0,33104.0,High,Salary,Paid
23.0,22224.0,High,Daily Wage,Paid
36.0,48784.0,Low,Daily Wage,Default
54.0,40836.0,High,Salary,Paid
21.0,39299.0,Medium,Daily Wage,Paid
64.0,23036.0,High,Salary,Paid
21.0,29933.0,Medium,Commission,Default
37.0,22392.0,Low,Salary,Paid
27.0,17938.0,High,Salary,Paid
41.0,14141.0,Low,Pension,Paid
52.0,33350.0,Low,Salary,Default
,19546.0,Low,Daily Wage,Paid
54.0,15335.0,Low,Salary,Paid
55.0,15077.0,Medium,Salary,Default
38.0,15611.0,Medium,Small Business,Default
57.0,45660.0,High,Pension,Default
56.0,15577.0,Low,Daily Wage,Default
38.0,30002.0,High,Daily Wage,Paid
27.0,49451.0,High,Daily Wage,Paid
55.0,44275.0,Low,Salary,Default
63.0,38647.0,Low,Small Business,Paid
21.0,44831.0,High,Salary,Paid
62.0,44768.0,Medium,Salary,Paid
,40962.0,Medium,Commission,Paid
34.0,39583.0,Medium,Pension,Paid
24.0,11294.0,Medium,Daily Wage,Paid
21.0,25096.0,Low,Small Business,Default
46.0,46833.0,Medium,Salary,Paid
31.0,37328.0,Low,Daily Wage,Default
20.0,34398.0,Medium,Salary,Default
41.0,27706.0,High,Daily Wage,Paid
54.0,32340.0,Medium,Daily Wage,Paid
33.0,28825.0,High,Salary,Paid
21.0,27482.0,Medium,Salary,Paid
41.0,19318.0,Medium,Salary,Paid
51.0,25574.0,Medium,Salary,Paid
47.0,24650.0,High,Daily Wage,Paid
35.0,38930.0,Medium,Salary,Paid
36.0,30171.0,Low,Salary,Paid
48.0,44864.0,High,Salary,Paid
36.0,21801.0,Medium,Commission,Paid
63.0,32372.0,Low,Daily Wage,Default
36.0,26559.0,Medium,Salary,Paid
39.0,42334.0,High,Salary,Paid
41.0,49937.0,Medium,Small Business,Paid
,23288.0,Low,Small Business,Paid
29.0,32398.0,High,Daily Wage,Paid
47.0,20694.0,Medium,Salary,Paid
55.0,22191.0,Medium,Daily Wage,Paid
48.0,28051.0,Low,Commission,Paid
53.0,20737.0,Low,Daily Wage,Default
36.0,35251.0,Medium,Small Business,Paid
62.0,15147.0,High,Daily Wage,Paid
53.0,29643.0,Low,Salary,Default
47.0,48967.0,Low,Commission,Paid
50.0,43314.0,Low,Small Business,Default
35.0,47999.0,Medium,Daily Wage,Paid
45.0,28467.0,Low,Salary,Paid
64.0,44808.0,Low,Daily Wage,Default
28.0,11752.0,Low,Salary,Paid
62.0,11849.0,Medium,Daily Wage,Paid
50.0,12642.0,Medium,Daily Wage,Default
34.0,11600.0,Low,Salary,Default
23.0,30786.0,High,Daily Wage,Paid
21.0,30183.0,Low,Salary,Default
37.0,11132.0,Low,Daily Wage,Default
64.0,48259.0,High,Daily Wage,Paid
44.0,41076.0,Medium,Salary,Default
32.0,48563.0,Medium,Daily Wage,Default
23.0,36691.0,Low,Salary,Paid
64.0,20931.0,Medium,Salary,Paid
31.0,17633.0,Medium,Salary,Paid
28.0,47777.0,High,Salary,Paid
56.0,44881.0,Low,Salary,Paid
26.0,11044.0,Medium,Daily Wage,Paid
43.0,45199.0,Medium,Small Business,Paid
33.0,34363.0,High,Commission,Paid
,11582.0,Low,Daily Wage,Paid
27.0,24374.0,High,Salary,Paid
20.0,11308.0,Low,Daily Wage,Paid
30.0,31301.0,Medium,Daily Wage,Paid
60.0,18793.0,Low,Daily Wage,Paid
47.0,11620.0,Medium,Salary,Default
62.0,39883.0,Low,Daily Wage,Paid
23.0,47534.0,Low,Pension,Paid
34.0,47960.0,Low,Salary,Paid
62.0,49390.0,Low,Daily Wage,Paid
36.0,16093.0,High,Small Business,Paid
59.0,32259.0,High,Daily Wage,Paid
52.0,30655.0,Medium,Salary,Paid
63.0,43005.0,Low,Salary,Paid
43.0,41629.0,Medium,Daily Wage,Paid
22.0,33610.0,Medium,Daily Wage,Paid
46.0,31602.0,High,Daily Wage,Paid
54.0,30409.0,Medium,Daily Wage,Paid
37.0,21110.0,High,Daily Wage,Paid
38.0,16073.0,High,Commission,Paid
27.0,45310.0,High,Daily Wage,Default
22.0,25282.0,Low,Daily Wage,Default
53.0,20195.0,Low,Commission,Default
23.0,11537.0,Medium,Salary,Paid
43.0,27138.0,Medium,Salary,Paid
21.0,34207.0,Low,Daily Wage,Default
56.0,30619.0,Low,Salary,Paid
56.0,34845.0,Medium,Daily Wage,Paid
52.0,34310.0,Medium,Salary,Paid
18.0,47899.0,Low,Commission,Paid
41.0,40562.0,Medium,Salary,Paid
53.0,38036.0,Medium,Daily Wage,Paid
23.0,18697.0,Medium,Salary,Paid
58.0,27513.0,Low,Salary,Default
63.0,13145.0,Medium,Salary,Paid
61.0,37818.0,Medium,Salary,Paid
48.0,40544.0,Low,Salary,Paid
37.0,23100.0,Medium,Salary,Paid
41.0,30104.0,Low,Commission,Paid
42.0,14067.0,Low,Small Business,Default
53.0,46963.0,Medium,Daily Wage,Paid
38.0,40728.0,Low,Salary,Paid
47.0,42317.0,Low,Daily Wage,Paid
41.0,41416.0,High,Small Business,Paid
61.0,12509.0,Low,Daily Wage,Paid
59.0,31400.0,High,Salary,Paid
47.0,16533.0,Medium,Small Business,Paid
39.0,24670.0,Low,Daily Wage,Paid
45.0,13932.0,Low,Small Business,Paid
24.0,48328.0,Medium,Salary,Paid
52.0,46784.0,Medium,Salary,Paid
45.0,33723.0,Low,Salary,Paid
31.0,10719.0,Low,Pension,Paid
27.0,10074.0,Medium,Daily Wage,Paid
,36498.0,Low,Salary,Paid
33.0,41345.0,High,Salary,Paid
48.0,30541.0,Medium,Pension,Paid
59.0,44917.0,Medium,Salary,Paid
42.0,36028.0,Low,Salary,Paid
30.0,39545.0,Low,Pension,Paid
23.0,24033.0,High,Small Business,Paid
61.0,41673.0,Low,Salary,Paid
26.0,40974.0,Low,Daily Wage,Paid
62.0,33097.0,Medium,Salary,Paid
53.0,46975.0,Low,Salary,Paid
60.0,37608.0,Medium,Salary,Paid
37.0,33525.0,High,Daily Wage,Paid
35.0,25043.0,Medium,Daily Wage,Paid
60.0,21725.0,High,Salary,Paid
38.0,46704.0,High,Daily Wage,Paid
21.0,47383.0,Low,Daily Wage,Paid
50.0,39483.0,Low,Salary,Paid
44.0,17265.0,Medium,Small Business,Paid
24.0,32763.0,Medium,Salary,Paid
23.0,20116.0,Low,Daily Wage,Default
32.0,25733.0,High,Daily Wage,Paid
35.0,35502.0,Medium,Salary,Default
49.0,47420.0,Low,Small Business,Paid
28.0,19247.0,Medium,Salary,Paid
37.0,33840.0,Low,Daily Wage,Default
41.0,31058.0,High,Salary,Paid
32.0,44929.0,Medium,Small Business,Paid
24.0,28635.0,Low,Daily Wage,Paid
38.0,35628.0,Low,Salary,Paid
59.0,41362.0,High,Salary,Paid
43.0,30953.0,Medium,Daily Wage,Paid
61.0,29128.0,High,Daily Wage,Paid
31.0,22061.0,Low,Salary,Paid
54.0,16041.0,Low,Daily Wage,Paid
38.0,22673.0,Low,Daily Wage,Paid
35.0,31059.0,Medium,Daily Wage,Paid
22.0,44328.0,Low,Daily Wage,Paid
20.0,27548.0,Low,Salary,Paid
40.0,25078.0,Medium,Daily Wage,Default
43.0,15419.0,Medium,Daily Wage,Paid
54.0,45490.0,Low,Small Business,Paid
41.0,20550.0,Medium,Salary,Paid
36.0,40337.0,Medium,Salary,Default
42.0,11468.0,Low,Daily Wage,Paid
38.0,34309.0,Low,Salary,Paid
29.0,10808.0,Low,Daily Wage,Default
58.0,34747.0,Medium,Daily Wage,Paid
50.0,16719.0,High,Salary,Paid
21.0,26363.0,Low,Pension,Paid
59.0,38718.0,Low,Salary,Paid
24.0,38801.0,High,Daily Wage,Paid
39.0,47841.0,High,Small Business,Paid
50.0,18012.0,Medium,Daily Wage,Paid
34.0,28029.0,High,Small Business,Paid
41.0,10767.0,Medium,Salary,Paid
51.0,13895.0,Medium,Salary,Paid
45.0,25332.0,Low,Salary,Paid
60.0,24621.0,Medium,Commission,Paid
58.0,21334.0,Low,Small Business,Paid
56.0,28174.0,High,Salary,Paid
39.0,43653.0,High,Salary,Paid
34.0,46674.0,Medium,Salary,Paid
51.0,47260.0,Low,Salary,Paid
23.0,12073.0,Low,Small Business,Paid
63.0,16269.0,Low,Daily Wage,Paid
23.0,27194.0,Low,Daily Wage,Paid
51.0,36811.0,Medium,Commission,Paid
18.0,16841.0,High,Pension,Paid
27.0,44800.0,Low,Daily Wage,Paid
38.0,19699.0,Low,Daily Wage,Default
22.0,20762.0,Medium,Commission,Default
19.0,49897.0,Low,Salary,Paid
39.0,12147.0,High,Salary,Paid
19.0,43383.0,Low,Daily Wage,Paid
27.0,43715.0,Low,Small Business,Default
51.0,48445.0,Low,Daily Wage,Default
33.0,12013.0,Low,Daily Wage,Paid
56.0,30081.0,Medium,Daily Wage,Default
39.0,26874.0,Low,Pension,Paid
29.0,47755.0,Medium,Salary,Paid
41.0,18733.0,Medium,Small Business,Paid
64.0,19479.0,Low,Salary,Paid
57.0,19825.0,Low,Pension,Default
55.0,31304.0,Medium,Small Business,Paid
27.0,45694.0,Medium,Small Business,Paid
52.0,25635.0,High,Commission,Paid
49.0,30760.0,Low,Salary,Paid
24.0,19490.0,Low,Salary,Default
38.0,31252.0,Low,Pension,Paid
37.0,49754.0,Medium,Small Business,Paid
43.0,16862.0,Medium,Salary,Paid
21.0,14423.0,High,Daily Wage,Paid
63.0,20450.0,Medium,Salary,Default
39.0,44841.0,Low,Salary,Paid
,32554.0,Medium,Daily Wage,Paid
57.0,41826.0,High,Small Business,Paid
38.0,16825.0,Low,Daily Wage,Default
32.0,22454.0,Medium,Salary,Paid
39.0,34251.0,High,Salary,Paid
45.0,30648.0,Medium,Salary,Paid
31.0,34530.0,Medium,Daily Wage,Default
44.0,22516.0,Low,Salary,Paid
58.0,18558.0,Medium,Daily Wage,Paid
57.0,18719.0,Low,Daily Wage,Default
45.0,14886.0,Medium,Daily Wage,Paid
43.0,38185.0,Low,Daily Wage,Default
19.0,47387.0,High,Daily Wage,Paid
42.0,31575.0,High,Salary,Paid
20.0,49643.0,Medium,Pension,Paid
25.0,20100.0,Low,Salary,Paid
61.0,17856.0,Low,Salary,Paid
50.0,48169.0,Medium,Salary,Default
59.0,38804.0,Medium,Small Business,Default
52.0,45790.0,Medium,Salary,Default
23.0,40988.0,Low,Salary,Default
56.0,20912.0,Medium,Daily Wage,Paid
40.0,48506.0,Medium,Daily Wage,Paid
42.0,32368.0,Medium,Salary,Paid
60.0,11770.0,Medium,Salary,Paid
36.0,22305.0,Medium,Small Business,Paid
22.0,19969.0,Low,Daily Wage,Paid
28.0,22404.0,Low,Daily Wage,Default
29.0,18989.0,Medium,Salary,Paid
27.0,45983.0,Low,Small Business,Paid
25.0,49462.0,Medium,Salary,Paid
41.0,29360.0,Medium,Salary,Paid
45.0,30121.0,High,Daily Wage,Paid
58.0,36287.0,Medium,Salary,Paid
53.0,44160.0,Low,Small Business,Paid
54.0,16789.0,Low,Small Business,Paid
38.0,37181.0,High,Daily Wage,Paid
25.0,24385.0,Low,Salary,Paid
26.0,27061.0,Medium,Salary,Paid
64.0,10105.0,Medium,Daily Wage,Paid
32.0,31137.0,Low,Salary,Paid
63.0,44714.0,Low,Salary,Paid
57.0,15544.0,Medium,Daily Wage,Paid
35.0,23275.0,High,Small Business,Paid
59.0,49753.0,Low,Daily Wage,Default
37.0,44550.0,High,Commission,Default
23.0,29641.0,Medium,Small Business,Paid
29.0,16213.0,High,Salary,Paid
19.0,24485.0,Low,Daily Wage,Default
24.0,25605.0,Low,Pension,Default
33.0,47637.0,High,Small Business,Paid
20.0,30390.0,High,Daily Wage,Paid
62.0,19867.0,Medium,Salary,Paid
20.0,13981.0,Medium,Daily Wage,Paid
44.0,19493.0,High,Commission,Paid
60.0,15682.0,Low,Small Business,Paid
57.0,15782.0,Medium,Pension,Paid
55.0,39799.0,High,Small Business,Paid
50.0,26984.0,Low,Salary,Default
45.0,32760.0,Low,Daily Wage,Paid
18.0,35993.0,Medium,Daily Wage,Default
25.0,11524.0,Low,Daily Wage,Paid
54.0,36120.0,Low,Salary,Paid
49.0,10078.0,High,Pension,Paid
60.0,45891.0,Medium,Commission,Paid
54.0,35473.0,High,Daily Wage,Paid
21.0,49832.0,High,Salary,Paid
47.0,18417.0,Low,Salary,Paid
23.0,23362.0,Low,Salary,Paid
63.0,11209.0,Low,Salary,Default
36.0,47921.0,Low,Salary,Paid
49.0,14898.0,Medium,Pension,Default
26.0,28562.0,Medium,Salary,Paid
29.0,20871.0,Medium,Small Business,Paid
28.0,17610.0,Low,Daily Wage,Default
63.0,,Low,Daily Wage,Paid
33.0,25791.0,Medium,Salary,Paid
18.0,45312.0,Medium,Small Business,Default
62.0,48290.0,Low,Pension,Paid
38.0,12370.0,Medium,Salary,Paid
47.0,29665.0,Low,Small Business,Paid
30.0,14710.0,Low,Salary,Default
51.0,10328.0,Medium,Daily Wage,Paid
21.0,48347.0,Low,Salary,Default
45.0,30612.0,Medium,Small Business,Paid
55.0,16794.0,Low,Daily Wage,Paid
48.0,42888.0,Low,Daily Wage,Default
44.0,16749.0,Low,Salary,Default
22.0,30608.0,High,Daily Wage,Paid
42.0,25450.0,Medium,Pension,Paid
20.0,13675.0,High,Salary,Paid
50.0,28460.0,Medium,Daily Wage,Paid
21.0,48411.0,Medium,Daily Wage,Paid
42.0,21560.0,Low,Commission,Paid
37.0,42463.0,Low,Salary,Paid
51.0,41663.0,Low,Salary,Paid
43.0,13170.0,Low,Daily Wage,Paid
22.0,43123.0,Medium,Small Business,Paid
52.0,38810.0,Low,Salary,Paid
45.0,19718.0,Low,Salary,Paid
46.0,10028.0,Low,Commission,Default
26.0,27397.0,Medium,Daily Wage,Paid
55.0,12024.0,Medium,Salary,Paid
23.0,48607.0,High,Daily Wage,Paid
36.0,23503.0,Low,Salary,Paid
61.0,20303.0,Low,Daily Wage,Paid
28.0,27138.0,Low,Pension,Default
19.0,35345.0,High,Salary,Paid
64.0,39505.0,Low,Salary,Default
61.0,11906.0,Medium,Small Business,Paid
61.0,17961.0,Medium,Commission,Default
26.0,36140.0,Low,Salary,Paid
38.0,22031.0,Low,Salary,Paid
41.0,25128.0,Low,Daily Wage,Paid
51.0,,High,Daily Wage,Paid
39.0,44228.0,Medium,Salary,Paid
20.0,25682.0,Medium,Daily Wage,Paid
29.0,25193.0,Medium,Salary,Paid
45.0,38561.0,Medium,Daily Wage,Paid
47.0,17766.0,Medium,Salary,Paid
43.0,39844.0,Low,Salary,Paid
38.0,39432.0,Low,Daily Wage,Paid
45.0,39504.0,Low,Daily Wage,Default
43.0,47146.0,Medium,Salary,Paid
50.0,30858.0,Low,Salary,Paid
38.0,13071.0,Medium,Salary,Paid
,26939.0,Low,Small Business,Default
51.0,34931.0,High,Daily Wage,Paid
58.0,11040.0,Low,Daily Wage,Default
64.0,12686.0,Low,Daily Wage,Default
35.0,22666.0,High,Salary,Paid
28.0,45321.0,Medium,Salary,Default
40.0,11779.0,High,Daily Wage,Paid
39.0,23186.0,Low,Salary,Paid
34.0,26459.0,Low,Salary,Paid
22.0,30710.0,Medium,Commission,Paid
61.0,32219.0,High,Salary,Paid
28.0,15057.0,Low,Salary,Paid
47.0,28733.0,High,Salary,Paid
32.0,29157.0,Medium,Commission,Paid
44.0,45030.0,High,Commission,Paid
52.0,29613.0,Low,Salary,Paid
50.0,27492.0,Low,Salary,Paid
37.0,30746.0,High,Salary,Paid
33.0,,High,Salary,Paid
51.0,39680.0,Medium,Salary,Paid
19.0,47825.0,Low,Daily Wage,Paid
52.0,46766.0,Low,Pension,Paid
57.0,18864.0,Medium,Salary,Paid
45.0,46445.0,Low,Small Business,Paid
64.0,15796.0,Low,Salary,Paid
56.0,49131.0,Low,Salary,Paid
23.0,18123.0,Medium,Daily Wage,Paid
26.0,18222.0,Low,Salary,Paid
37.0,34074.0,Medium,Salary,Paid
18.0,39825.0,Medium,Salary,Paid
25.0,46839.0,Medium,Small Business,Paid
40.0,12786.0,Medium,Daily Wage,Paid
20.0,43638.0,Low,Salary,Default
21.0,46964.0,Medium,Daily Wage,Default
42.0,35988.0,High,Small Business,Paid
64.0,45507.0,Medium,Daily Wage,Default
55.0,43708.0,High,Salary,Paid
32.0,43108.0,Medium,Daily Wage,Paid
38.0,39715.0,Medium,Salary,Paid
52.0,33806.0,Low,Small Business,Paid
63.0,46901.0,Medium,Daily Wage,Default
31.0,27043.0,Medium,Salary,Default
53.0,20225.0,Low,Daily Wage,Paid
29.0,19752.0,Medium,Salary,Default
34.0,13457.0,Low,Salary,Paid
56.0,19241.0,Medium,Salary,Paid
26.0,10453.0,Medium,Salary,Paid
52.0,19896.0,Medium,Salary,Paid
30.0,31826.0,High,Daily Wage,Default
32.0,20976.0,Low,Salary,Default
35.0,43586.0,Low,Daily Wage,Paid
50.0,14868.0,Low,Small Business,Paid
23.0,26396.0,High,Small Business,Paid
44.0,41634.0,Medium,Daily Wage,Paid
40.0,22171.0,Medium,Daily Wage,Default
44.0,34111.0,Low,Daily Wage,Paid
51.0,43688.0,Medium,Commission,Paid
63.0,31304.0,Low,Small Business,Paid
55.0,49243.0,Medium,Salary,Paid
31.0,38253.0,High,Salary,Paid
53.0,40980.0,Medium,Daily Wage,Default
25.0,12017.0,Medium,Salary,Paid
52.0,17957.0,Medium,Salary,Paid
36.0,14792.0,Medium,Salary,Paid
47.0,23237.0,Medium,Small Business,Paid
31.0,26251.0,Medium,Salary,Paid
37.0,29252.0,Low,Daily Wage,Default
42.0,20707.0,Low,Salary,Default
57.0,44206.0,Medium,Salary,Paid
41.0,38740.0,Medium,Pension,Paid
31.0,13543.0,Low,Salary,Paid
43.0,49111.0,Medium,Salary,Paid
55.0,45031.0,Low,Salary,Paid
40.0,10211.0,Low,Salary,Paid
39.0,49795.0,Medium,Salary,Paid
36.0,10331.0,Medium,Commission,Paid
63.0,33244.0,Medium,Daily Wage,Paid
20.0,18169.0,Medium,Daily Wage,Paid
59.0,32104.0,High,Small Business,Paid
36.0,24591.0,Medium,Daily Wage,Paid
26.0,41711.0,Low,Daily Wage,Paid
45.0,10727.0,Low,Salary,Default
37.0,31359.0,Low,Daily Wage,Default
62.0,46011.0,High,Commission,Paid
24.0,47863.0,Low,Salary,Paid
31.0,32998.0,Low,Salary,Paid
26.0,20929.0,Low,Daily Wage,Paid
36.0,24842.0,High,Daily Wage,Default
64.0,33519.0,Low,Salary,Paid
31.0,27393.0,High,Salary,Paid
55.0,44318.0,Low,Small Business,Paid
53.0,18995.0,Low,Daily Wage,Paid
,38656.0,Low,Salary,Paid
34.0,25567.0,High,Daily Wage,Paid
47.0,38840.0,High,Salary,Paid
26.0,33831.0,Low,Salary,Paid
50.0,,Low,Daily Wage,Paid
42.0,15424.0,Medium,Salary,Paid
31.0,30625.0,Low,Daily Wage,Default
28.0,24086.0,Low,Salary,Default
52.0,39187.0,Low,Salary,Paid
58.0,45929.0,Low,Daily Wage,Paid
31.0,,Low,Pension,Paid
47.0,35103.0,Low,Salary,Default
58.0,37874.0,Low,Pension,Paid
21.0,19215.0,High,Daily Wage,Paid
21.0,49385.0,Low,Pension,Paid
45.0,32044.0,Medium,Daily Wage,Default
25.0,21926.0,Low,Salary,Paid
19.0,41501.0,Medium,Pension,Default
58.0,39774.0,Low,Daily Wage,Paid
63.0,35008.0,Medium,Daily Wage,Paid
39.0,27560.0,Low,Small Business,Paid
58.0,34340.0,High,Salary,Paid
33.0,34976.0,Low,Salary,Paid
46.0,37626.0,Low,Daily Wage,Default
47.0,42720.0,High,Salary,Paid
29.0,45001.0,Medium,Daily Wage,Paid
52.0,14700.0,Low,Pension,Paid
28.0,17860.0,High,Salary,Paid
63.0,17526.0,Low,Salary,Paid
,48327.0,Low,Daily Wage,Default
38.0,49500.0,High,Small Business,Paid
22.0,12513.0,Low,Salary,Paid
37.0,17830.0,High,Small Business,Paid
54.0,24781.0,Low,Daily Wage,Default
20.0,17910.0,Medium,Small Business,Default
61.0,25847.0,Medium,Salary,Default
50.0,15649.0,High,Daily Wage,Paid
26.0,19120.0,Medium,Salary,Paid
26.0,11951.0,Low,Daily Wage,Paid
21.0,20165.0,Medium,Salary,Default
52.0,24352.0,Low,Salary,Paid
34.0,19746.0,Medium,Salary,Paid
51.0,38997.0,High,Salary,Paid
41.0,34183.0,Medium,Salary,Default
49.0,18804.0,Medium,Daily Wage,Default
18.0,37169.0,Low,Small Business,Paid
25.0,10595.0,Medium,Pension,Paid
62.0,39592.0,Low,Daily Wage,Paid
40.0,30823.0,Medium,Daily Wage,Paid
64.0,15972.0,Low,Salary,Paid
57.0,25882.0,Medium,Salary,Paid
29.0,10858.0,Low,Salary,Paid
29.0,15519.0,Medium,Salary,Paid
63.0,33769.0,Low,Daily Wage,Paid
64.0,35020.0,High,Small Business,Paid
32.0,47085.0,Low,Salary,Paid
58.0,29838.0,Medium,Daily Wage,Default
36.0,22879.0,Low,Daily Wage,Paid
43.0,43798.0,Medium,Salary,Paid
46.0,34290.0,Low,Salary,Paid
